Universidad,Tipo Titulación,Facultad,Titulación,Título,Autor,Año,URL,Archivo Abstract,Palabras Clave,Idioma Abstract
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Planificación de misiones para vehículos no tripulados (UAS),"Fradera Gil, Jaime",2014,https://repositorio.uam.es/handle/10486/662365,abstracts_uam_TFG\Planificaci_n_de_misiones_para_2014_43686773.txt,"Navegación aérea, Sistemas de; Aviones teledirigidos; Algoritmos genéticos",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Integración de un UAV (vehículo aéreo no tripulado) en la plataforma robótica ARGOS,"Benito Carrasco, Juan Alberto",2015,https://repositorio.uam.es/handle/10486/665076,abstracts_uam_TFG\Integraci_n_de_un_UAV__veh_cul_2015_28665203.txt,Robótica - Diseño y construcción,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Herramienta de gestión de trabajos de fin de grado: Módulo de gestión de comisiones de evaluación,"Zaballos Díaz-Maroto, Jaime",2015,https://repositorio.uam.es/handle/10486/664880,abstracts_uam_TFG\Herramienta_de_gesti_n_de_trab_2015_69314776.txt,Bases de datos; Gestión de proyectos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de un sistema de análisis automático de perfusión en imágenes de resonancia magnética de cerebro,"López Escolar, Álvaro",2015,https://repositorio.uam.es/handle/10486/664837,abstracts_uam_TFG\Desarrollo_de_un_sistema_de_an_2015_29909080.txt,Imagen por resonancia magnética; Medicina,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Validación de clusters basada en la negentropía de las particiones,"Aragón Novo, Jesús",2015,https://repositorio.uam.es/handle/10486/665290,abstracts_uam_TFG\Validaci_n_de_clusters_basada__2015_32550906.txt,"Cluster, Análisis; Algoritmos",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Desarrollo de un sistema de medición, monitorización y gestión de servicios OTT","Lucena Cabello, María",2015,https://repositorio.uam.es/handle/10486/665281,abstracts_uam_TFG\Desarrollo_de_un_sistema_de_me_2015_34857550.txt,Control de calidad; Medida,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Sistema de gestión de actividades (tareas, consultorías) de un profesional autónomo","Rojo Rodríguez, Raúl",2015,https://repositorio.uam.es/handle/10486/664843,abstracts_uam_TFG\Sistema_de_gesti_n_de_activida_2015_56213089.txt,Gestión de proyectos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño simplificado de videojuegos para educación infantil basada en una herramienta de autor,"Covas Medina, Juan",2015,https://repositorio.uam.es/handle/10486/664839,abstracts_uam_TFG\Dise_o_simplificado_de_videoju_2015_5710053.txt,Juegos de vídeo; Enseñanza asistida por ordenador,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Procesado y visualización de datos masivos en campañas de Search Engine Marketing,"Bayo Martín, Arturo",2015,https://repositorio.uam.es/handle/10486/664838,abstracts_uam_TFG\Procesado_y_visualizaci_n_de_d_2015_75242550.txt,Análisis de datos; Gestión - Tratamiento de datos; Negocios - Tratamiento de datos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Herramienta de gestión de trabajos de fin de grado módulo de gestión de datos,"Franco Gutiérrez, Eduardo",2015,https://repositorio.uam.es/handle/10486/664841,abstracts_uam_TFG\Herramienta_de_gesti_n_de_trab_2015_13352467.txt,Bases de datos; Gestión - Tratamiento de datos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño de un array lineal de parches sobre guía de sustrato integrado para banda Ku,"García Valverde, David",2012,https://repositorio.uam.es/handle/10486/10105,abstracts_uam_TFG\RND_Dise_o_de_un_array_lineal_de_p_2012_29099960.txt,Radiofrecuencias,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Design of ultra-wideband filters for a wireless broadband communications system,"Castillo León, Antonio",2009,https://repositorio.uam.es/handle/10486/10066,abstracts_uam_TFG\RND_Design_of_ultra-wideband_filte_2009_12259957.txt,Redes de banda ancha,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Reconocimiento biométrico basado en imágenes simuladas en la banda de ondas milimétricas,"Moreno Moreno, Miriam",2012,https://repositorio.uam.es/handle/10486/9642,abstracts_uam_TFG\RND_Reconocimiento_biom_trico_basa_2012_63164746.txt,Biometría,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Corrección del artefacto de endurecimiento de haz (beam hardening) para imágenes obtenidas con tomógrafo de rayos X de pequeños animales,"Molina Gómez, Claudia de",2012,https://repositorio.uam.es/handle/10486/9637,abstracts_uam_TFG\RND_Correcci_n_del_artefacto_de_en_2012_93936828.txt,Tratamiento digital. Imágenes,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Sistema de telecomunicación requerido para el sistema de transmisión entre subestaciones eléctricas en el estado de Falcón (Venezuela),"Mata Marcos, Felipe",2007,https://repositorio.uam.es/handle/10486/9501,abstracts_uam_TFG\RND_Sistema_de_telecomunicaci_n_re_2007_42946933.txt,Tecnologías de las telecomunicaciones,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Detección de falsos positivos en sistemas de viedovigilancia debidos a cambios bruscos en la iluminación de la escena,"Rodríguez González, Sara",2010,https://repositorio.uam.es/handle/10486/9500,abstracts_uam_TFG\RND_Detecci_n_de_falsos_positivos__2010_63571107.txt,Tecnologías de las telecomunicaciones,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Femtoceldas de UMTS,"Anaya de Paz, Marta",2012,https://repositorio.uam.es/handle/10486/9630,abstracts_uam_TFG\RND_Femtoceldas_de_UMTS_2012_93154452.txt,UMTS (Radiotelefonía); Tecnología de las telecomunicaciones,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Reconocimiento biométrico basado en imágenes de huellas palmares,"Mérida Aguilera, María",2012,https://repositorio.uam.es/handle/10486/9631,abstracts_uam_TFG\RND_Reconocimiento_biom_trico_basa_2012_53744734.txt,Biometría,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Posicionamiento en interiores basado en dispositivos móviles,"Ruiz Cuesta, Miguel",2012,https://repositorio.uam.es/handle/10486/9619,abstracts_uam_TFG\RND_Posicionamiento_en_interiores__2012_39912004.txt,Tecnología de las Telecomunicaciones,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Selección automática de vista en sistemas multicámara,"Díez Salcedo, Javier",2012,https://repositorio.uam.es/handle/10486/9622,abstracts_uam_TFG\RND_Selecci_n_autom_tica_de_vista__2012_10013899.txt,Algoritmos; Tratatamiento digital. Imágenes,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Reconocimiento de idioma en voz espontánea mediante reconocimiento fonético multilingüe en paralelo y modelado estadístico del idioma,"Abejón González, Alejandro",2007,https://repositorio.uam.es/handle/10486/9610,abstracts_uam_TFG\RND_Reconocimiento_de_idioma_en_vo_2007_6944455.txt,"Informática, aplicaciones interdisciplinares; Reconocimiento de voz",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de aplicación de firmware para gestión de imágenes y de vídeo,"Davó Siguero, María",2012,https://repositorio.uam.es/handle/10486/10011,abstracts_uam_TFG\RND_Desarrollo_de_aplicaci_n_de_fi_2012_37991391.txt,Circuitos lógicos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Cálculo del perfil de régimen binario de la tecnología HSUPA en diversos sitemas de comunicaciones móviles,"Rebollo García, Enrique",2011,https://repositorio.uam.es/handle/10486/9401,abstracts_uam_TFG\RND_C_lculo_del_perfil_de_r_gimen__2011_82194514.txt,Radiocomunicaciones,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias,No disponible,Influencia de algunos factores socioculturales en el estado nutricional de tres grupos de poblaciones infantiles de la Comunidad de Madrid,"Medialdea Marcos, Laura",2009,https://repositorio.uam.es/handle/10486/10162,abstracts_uam_TFG\RND_Influencia_de_algunos_factores_2009_77265478.txt,Nutrición infantil,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Análisis y compensación de variabilidad de la señal de voz en sistemas automáticos de verificación de locutor utilizando información de duración y calidad,"Pérez Gómez, Sergio",2010,https://repositorio.uam.es/handle/10486/9993,abstracts_uam_TFG\RND_An_lisis_y_compensaci_n_de_var_2010_82550315.txt,"Voz, Tratamiento automático de la",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Utilización de medidas de calidad de la señal de voz para compensación de variabilidad inter sesión en reconocimiento de locutor,"García Muro, Ana",2012,https://repositorio.uam.es/handle/10486/10161,abstracts_uam_TFG\RND_Utilizaci_n_de_medidas_de_cali_2012_79247955.txt,Reconocimiento automático de la palabra,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Detección y seguimiento en vídeos deportivos multicámara,"Martín Nieto, Rafael",2012,https://repositorio.uam.es/handle/10486/10159,abstracts_uam_TFG\RND_Detecci_n_y_seguimiento_en_v_d_2012_44077610.txt,"Imágenes, tratamiento de las",eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación sobre dispositivos móviles para la monitorización de contact centers multitenant,"Pérez Villar, Ángel Manuel",2012,https://repositorio.uam.es/handle/10486/10160,abstracts_uam_TFG\RND_Aplicaci_n_sobre_dispositivos__2012_80976139.txt,Programación orientada al objeto,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Reconocimiento biométrico de iris basado en características SIFT,"Ruiz Albacete, Virginia",2010,https://repositorio.uam.es/handle/10486/9990,abstracts_uam_TFG\RND_Reconocimiento_biom_trico_de_i_2010_57078414.txt,Biometría,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Contribuciones a técnicas de segmentación de imágenes,"Muñoz Ortiz, Elena",2009,https://repositorio.uam.es/handle/10486/9979,abstracts_uam_TFG\RND_Contribuciones_a_t_cnicas_de_s_2009_43729490.txt,"Imágenes, tratamiento de las",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Detección de emociones en voz espontánea,"Ortego Resa, Carlos",2009,https://repositorio.uam.es/handle/10486/9978,abstracts_uam_TFG\RND_Detecci_n_de_emociones_en_voz__2009_281480.txt,"Voz, Tratamiento automática de la",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Digital coherent receiver for optical transmission,"Hermoso Beltrán, Lázaro",2009,https://repositorio.uam.es/handle/10486/9988,abstracts_uam_TFG\RND_Digital_coherent_receiver_for__2009_2819514.txt,"Comunicación sin cable, sistemas de",eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Array de antenas de parche con polarización dual lineal/circular y apuntamiento  variable para comunicaciones WiMAX a 3.5 GHz,"Luzón Mesas, Víctor",2011,https://repositorio.uam.es/handle/10486/9989,abstracts_uam_TFG\RND_Array_de_antenas_de_parche_con_2011_24138126.txt,WiMAX (Radiotelefonía),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Análisis y diseño de transformadores de campo en guía de onda,"Peño Moreno, Rogelio",2010,https://repositorio.uam.es/handle/10486/9992,abstracts_uam_TFG\RND_An_lisis_y_dise_o_de_transform_2010_41075432.txt,Microondas,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Summarization of surveillance videos based on visual activity,"Fernández Arguedas, Virginia",2008,https://repositorio.uam.es/handle/10486/9987,abstracts_uam_TFG\RND_Summarization_of_surveillance__2008_52104000.txt,"Vídeo digital; Seguridad, sistemas de",eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Ataques indirectos a sistemas de reconocimiento de huella dactilar basados en los tiempos de comparación algorítmica,"Carballo Domínguez, Sara",2009,https://repositorio.uam.es/handle/10486/9991,abstracts_uam_TFG\RND_Ataques_indirectos_a_sistemas__2009_4709586.txt,"Seguridad, Sistemas de",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Introduccion del codec MELP en la plataforma IP PBX Asterisk(R),"Romero Macías, Cristina",2008,https://repositorio.uam.es/handle/10486/10247,abstracts_uam_TFG\RND_Introduccion_del_codec_MELP_en_2008_52628712.txt,Telefonía digital,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Solución integral en materia de seguridad electrónica,"Naranjo Rico, Marta",2008,https://repositorio.uam.es/handle/10486/9966,abstracts_uam_TFG\RND_Soluci_n_integral_en_materia_d_2008_97784797.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio comparativo de descriptores visuales para la detección de escenas  cuasi-duplicadas,"Boullosa García, Óscar",2011,https://repositorio.uam.es/handle/10486/9977,abstracts_uam_TFG\RND_Estudio_comparativo_de_descrip_2011_72862782.txt,"Imágenes, tratamiento de las",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Reconocimiento de caras frontales mediante la extracción de puntos característicos,"Cortés Marlia, Miguel",2009,https://repositorio.uam.es/handle/10486/9973,abstracts_uam_TFG\RND_Reconocimiento_de_caras_fronta_2009_39934586.txt,Reconocimiento óptico de las formas,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Transformación de imágenes a video,"Barreiro Megino, Fernando Harald",2007,https://repositorio.uam.es/handle/10486/9968,abstracts_uam_TFG\RND_Transformaci_n_de_im_genes_a_v_2007_84584085.txt,"Imágenes, tratamiento de las",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Cálculo del perfil de régimen binario de la tecnología HSDPA, en diversos sistemas de comunicación móviles","Casamayón Antón, Jorge",2009,https://repositorio.uam.es/handle/10486/9974,abstracts_uam_TFG\RND_C_lculo_del_perfil_de_r_gimen__2009_63927883.txt,Radiotelecomunicaciones móviles,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Evaluación de evidencias forenses utilizando técnicas de reconocimiento de patrones,"Fernández Huertas, Alejandra",2012,https://repositorio.uam.es/handle/10486/9948,abstracts_uam_TFG\RND_Evaluaci_n_de_evidencias_foren_2012_22134826.txt,Sistemas de reconocimiento de formas,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Development of a ZigBed wirless sensor node,"Blanco Lauzurica, Daniel",2012,https://repositorio.uam.es/handle/10486/9949,abstracts_uam_TFG\RND_Development_of_a_ZigBed_wirles_2012_62428162.txt,Detectores,eng
